date,open,high,low,close,volume,amount,rsi_14,macd_dif,macd_dea,macd_hist,boll_mid,boll_upper,boll_lower,boll_width,atr_14
2026-01-20,77.4,77.6,73.75,74.5,65838024.0,4930807502.0,52.8300629981545,1.8035125423144365,1.5764186206816613,0.2270939216327752,73.62,80.59773903963564,66.64226096036437,0.18956096277195425,3.106661981487552
2026-01-21,73.45,77.75,73.35,77.25,75590192.0,5792655804.0,58.611984812546645,1.8278835399474502,1.6267116045348191,0.20117193541263112,74.23,80.0980580487202,68.3619419512798,0.1581047568023764,3.199043268524156
2026-01-22,78.5,79.45,76.4,77.85,50921076.0,3962351190.0,59.77063759227507,1.8740102926234812,1.6761713421525517,0.19783895047092948,74.6775,80.18830040036141,69.16669959963858,0.1475893113819134,3.1883973207724305
2026-01-23,78.5,78.55,76.85,78.1,36489263.0,2829325430.0,60.26972171821532,1.9087362636075653,1.7226843264435545,0.1860519371640108,75.1375,80.12916410391443,70.14583589608557,0.13286745244157527,3.0820832264315428
2026-01-26,77.4,77.45,74.7,75.55,53747542.0,4061396346.0,53.04150301680272,1.7107724373004203,1.7203019486149278,-0.009529511314507522,75.3625,79.96923134491284,70.75576865508715,0.1222552687321372,3.1047915674007176
2026-01-27,75.5,77.15,73.95,76.6,60791315.0,4602074537.0,55.412748942721414,1.6199372749537844,1.7002290138826992,-0.08029173892891484,75.715,79.44441366916858,71.98558633083142,0.09851188454516487,3.111592169729238
2026-01-28,77.2,79.9,77.15,79.3,98301722.0,7740920348.0,60.88277722398977,1.7456939167055339,1.7093219944472662,0.036371922258267686,76.05499999999999,79.790167156126,72.31983284387398,0.09822279024721611,3.125049871891436
2026-01-29,79.7,79.8,75.85,77.25,74734384.0,5781591339.0,55.33227615992033,1.66079448882779,1.699616493323371,-0.03882200449558115,76.345,79.41641318408324,73.27358681591676,0.08046141028445192,3.1839748810420483
2026-01-30,76.0,77.0,74.5,75.4,52788932.0,4001555554.0,50.82877833231338,1.4277730625551612,1.6452478071697292,-0.21747474461456795,76.36,79.4086580309155,73.3113419690845,0.07984960793387912,3.152976675253331
2026-02-02,75.0,75.0,70.85,72.2,97837858.0,7082961928.0,44.13705861066097,0.973664844677117,1.5109312146712068,-0.5372663699940898,76.14500000000001,79.7141514545134,72.57584854548662,0.09374618043242204,3.2527640555923796
2026-02-03,73.2,73.7,69.35,70.45,92793142.0,6581260145.0,40.96111627685347,0.46718501762535425,1.3021819752620365,-0.8349969576366822,75.8875,80.27214725821123,71.50285274178877,0.11555650820520458,3.331138051621496
2026-02-04,69.8,69.85,67.8,68.75,69297925.0,4761605369.0,38.09353305405784,-0.07056624308616222,1.0276323315923968,-1.098198574678559,75.59,81.00115806264606,70.17884193735395,0.14317126769800376,3.2824853336485327
2026-02-05,67.2,67.8,65.5,67.45,75575663.0,5029573001.0,36.017035944871616,-0.5947808633805067,0.7031496925978161,-1.297930555978323,75.215,81.7381651987757,68.6918348012243,0.17345383763280464,3.2801649526736374
2026-02-06,66.0,69.05,65.75,67.6,53161260.0,3596186460.0,36.44750828349095,-0.986746382262055,0.3651704776258419,-1.351916859887897,74.875,82.2325238969866,67.5174761030134,0.1965281842266873,3.2815817417683775
2026-02-09,69.6,71.75,69.0,70.35,54489471.0,3829588097.0,43.89952091972608,-1.0632236818728273,0.07949164572610806,-1.1427153275989355,74.6275,82.25297496363635,67.00202503636365,0.20436099195702254,3.343611617356351
2026-02-10,71.2,71.95,70.15,71.55,45008675.0,3207609902.0,46.82937506228051,-1.0152987891818697,-0.1394664412554875,-0.8758323479263822,74.48249999999999,82.23147446525344,66.73352553474653,0.20807503682753548,3.23335364468804
2026-02-11,69.85,70.0,68.25,70.0,88262555.0,6109846387.0,43.6577903430081,-1.0898271634076622,-0.3295385856859225,-0.7602885777217396,74.185,82.1505904727107,66.2194095272893,0.21474935560317318,3.2381140986388943
2026-02-12,70.8,71.0,69.35,69.8,40928219.0,2866249860.0,43.25075267158634,-1.1517530729759358,-0.49398148314392515,-0.6577715898320107,73.80749999999999,81.85670885291759,65.75829114708239,0.21811357525773403,3.1246773773075454
2026-02-13,69.1,71.4,68.65,70.35,49969181.0,3516982735.0,44.7755824867739,-1.143270488472723,-0.6238392842096847,-0.5194312042630382,73.365,81.13417661423334,65.59582338576665,0.21179517792498728,3.0979147074998634
2026-02-16,70.45,70.65,69.25,69.9,7346214.0,514912195.0,43.74002362307516,-1.1594933013152513,-0.7309700876307981,-0.42852321368445323,73.00999999999999,80.72850817328354,65.29149182671644,0.21143701337579932,2.976635085535588
2026-02-20,69.9,70.45,67.7,67.7,13802979.0,944863270.0,38.99208735057442,-1.3344884589404131,-0.8516737618927211,-0.482814697047692,72.66999999999999,80.70475345968295,64.63524654031703,0.22112985990595738,2.960446865140189
2026-02-23,68.4,71.75,68.4,71.1,23965395.0,1699086444.0,48.32736785507124,-1.1851600102542648,-0.9183710115650299,-0.2667889986892349,72.3625,80.1253586026156,64.59964139738439,0.21455473767809594,3.0382720890587467
2026-02-24,69.9,70.8,68.6,69.4,51793107.0,3600365903.0,44.64858938498778,-1.190271225554227,-0.9727510543628693,-0.21752017119135758,71.94,79.35744742588595,64.52255257411404,0.20621204964931758,2.999824082697408
2026-02-25,70.55,71.0,69.8,69.85,43679241.0,3069609609.0,45.82420160092945,-1.1448139586176893,-1.0071636352138333,-0.13765032340385597,71.5275,78.40013643581851,64.6548635641815,0.19216766798276205,2.899836648219021
2026-02-26,70.65,70.65,67.6,67.6,56464703.0,3887415317.0,41.121387179249915,-1.2756401573583815,-1.060858939642743,-0.21478121771563852,71.13,77.94240354832684,64.31759645167315,0.19154796986719647,2.9105626019176634
2026-02-27,67.6,69.0,66.45,68.0,36167811.0,2461828304.0,42.2559596948981,-1.3316932742365992,-1.1150258065615144,-0.21666746767508482,70.7,77.13379236613363,64.26620763386637,0.18200261290335587,2.884808130352116
2026-03-02,66.6,67.6,64.55,64.6,91011720.0,5952804158.0,35.91997246192291,-1.6316586133949045,-1.2183523679281925,-0.413306245466712,69.965,75.56698273170394,64.36301726829606,0.16013671783617356,2.9251789781841078
2026-03-03,65.25,65.5,61.0,62.55,85167593.0,5347352241.0,32.73304379474156,-2.011612555887652,-1.3770044055200843,-0.6346081503675676,69.22999999999999,74.66230105359004,63.79769894640994,0.1569348852691045,3.0376661940281
2026-03-04,61.0,63.2,60.7,61.25,60414856.0,3722920367.0,30.863012651631294,-2.390076612759316,-1.5796188469679306,-0.8104577657913852,68.5225,74.24912066235575,62.79587933764423,0.167145701407735,2.9992614658832357
2026-03-05,63.0,63.55,61.25,61.5,50672825.0,3157377093.0,31.671449306696275,-2.639413675974893,-1.7915778127693232,-0.84783586320557,67.98749999999998,74.24242437583077,61.7325756241692,0.18400218792662723,2.9493142183201475
2026-03-06,61.65,63.6,61.1,61.8,70796224.0,4410152783.0,32.68861107178765,-2.7807528146654477,-1.989412813148548,-0.7913400015168996,67.555,74.27213441408135,60.83786558591867,0.19886416739194254,2.917220345582994
2026-03-09,58.8,61.3,58.3,60.85,69946059.0,4180002241.0,31.109308961193406,-2.935582592104879,-2.178646768939814,-0.7569358231650649,67.16,74.4830422208543,59.83695777914569,0.21807749317612582,2.9588474637556375
2026-03-10,62.35,64.2,61.8,64.2,58878832.0,3716928164.0,41.7894364469237,-2.7561975733795947,-2.2941569298277704,-0.4620406435518243,66.9975,74.43676106969984,59.55823893030016,0.22207578102764547,2.986786930630235
2026-03-11,64.5,65.4,63.35,63.75,39428906.0,2537643136.0,40.872788533765025,-2.6201415322315427,-2.359353850308525,-0.2607876819230177,66.80499999999999,74.37668548294403,59.233314517055966,0.226680203066957,2.9198735784423615
2026-03-12,63.1,65.6,62.4,63.1,41020368.0,2614831374.0,39.524184411740876,-2.535537607887818,-2.3945906018243837,-0.14094700606343435,66.4425,73.99374771844076,58.891252281559225,0.2273017336325625,2.939882608553621
2026-03-13,62.6,62.9,61.3,62.2,40672853.0,2520123266.0,37.67078621994796,-2.5121523382978665,-2.4181029491190804,-0.09404938917878614,65.975,73.35052852700234,58.59947147299765,0.2235855559530836,2.8584624222283628
2026-03-16,61.85,64.15,60.5,62.5,53596361.0,3338761947.0,38.70262331120645,-2.441270405276704,-2.4227364403506053,-0.01853396492609871,65.6,72.87584323201345,58.32415676798654,0.2218244887808981,2.915000820640623
2026-03-17,63.15,63.35,61.1,61.85,44776126.0,2779765470.0,37.26323865166719,-2.4097672337612437,-2.420142599032733,0.0103753652714893,65.20250000000001,72.38020488167459,58.02479511832544,0.2201665544012751,2.8675007620234356
